Local Date/Time	Relative Time	flowsensor-a:flow [µL/min]
06/15/2022 13:46:00	00:22:59.053	0.387
06/15/2022 13:46:01	00:22:59.460	0.389
06/15/2022 13:46:01	00:22:59.664	0.388
06/15/2022 13:46:02	00:23:00.477	0.387
06/15/2022 13:46:02	00:23:00.579	0.388
06/15/2022 13:46:02	00:23:00.680	0.387
06/15/2022 13:46:03	00:23:01.284	0.388
06/15/2022 13:46:03	00:23:01.589	0.386
06/15/2022 13:46:03	00:23:01.691	0.387
06/15/2022 13:46:03	00:23:01.997	0.389
06/15/2022 13:46:03	00:23:02.200	0.387
06/15/2022 13:46:04	00:23:03.230	0.387
06/15/2022 13:46:05	00:23:03.230	0.387
06/15/2022 13:46:05	00:23:03.620	0.385
06/15/2022 13:46:05	00:23:03.828	0.387
06/15/2022 13:46:05	00:23:04.233	0.388
06/15/2022 13:46:06	00:23:04.539	0.387
06/15/2022 13:46:06	00:23:04.743	0.389
06/15/2022 13:46:06	00:23:04.844	0.387
06/15/2022 13:46:07	00:23:06.266	0.387
06/15/2022 13:46:08	00:23:06.266	0.387
06/15/2022 13:46:08	00:23:06.268	0.389
06/15/2022 13:46:08	00:23:06.370	0.386
06/15/2022 13:46:08	00:23:06.472	0.388
06/15/2022 13:46:08	00:23:06.572	0.386
06/15/2022 13:46:08	00:23:06.981	0.385
06/15/2022 13:46:08	00:23:07.185	0.387
06/15/2022 13:46:09	00:23:07.287	0.385
06/15/2022 13:46:09	00:23:07.389	0.386
06/15/2022 13:46:09	00:23:07.495	0.385
06/15/2022 13:46:09	00:23:07.698	0.386
06/15/2022 13:46:09	00:23:07.800	0.388
06/15/2022 13:46:10	00:23:08.619	0.387
06/15/2022 13:46:11	00:23:09.534	0.385
06/15/2022 13:46:11	00:23:09.634	0.386
06/15/2022 13:46:11	00:23:09.736	0.387
06/15/2022 13:46:11	00:23:09.945	0.386
06/15/2022 13:46:12	00:23:10.858	0.385
06/15/2022 13:46:12	00:23:10.958	0.387
06/15/2022 13:46:12	00:23:11.265	0.385
06/15/2022 13:46:13	00:23:11.367	0.387
06/15/2022 13:46:13	00:23:11.469	0.389
06/15/2022 13:46:13	00:23:11.571	0.387
06/15/2022 13:46:13	00:23:11.976	0.386
06/15/2022 13:46:13	00:23:12.078	0.387
06/15/2022 13:46:13	00:23:12.280	0.386
06/15/2022 13:46:14	00:23:13.292	0.386
06/15/2022 13:46:15	00:23:13.292	0.386
06/15/2022 13:46:15	00:23:13.402	0.388
06/15/2022 13:46:15	00:23:13.502	0.387
06/15/2022 13:46:15	00:23:13.702	0.385
06/15/2022 13:46:15	00:23:13.804	0.387
06/15/2022 13:46:15	00:23:14.008	0.389
06/15/2022 13:46:15	00:23:14.111	0.387
06/15/2022 13:46:16	00:23:14.417	0.385
06/15/2022 13:46:16	00:23:14.722	0.386
06/15/2022 13:46:17	00:23:15.429	0.385
06/15/2022 13:46:18	00:23:16.450	0.387
06/15/2022 13:46:18	00:23:16.756	0.386
06/15/2022 13:46:18	00:23:16.859	0.387
06/15/2022 13:46:18	00:23:16.961	0.386
06/15/2022 13:46:19	00:23:17.368	0.387
06/15/2022 13:46:19	00:23:17.874	0.388
06/15/2022 13:46:19	00:23:17.974	0.386
06/15/2022 13:46:20	00:23:18.389	0.385
06/15/2022 13:46:20	00:23:18.593	0.386
06/15/2022 13:46:20	00:23:18.694	0.384
06/15/2022 13:46:20	00:23:19.098	0.385
06/15/2022 13:46:21	00:23:19.400	0.387
06/15/2022 13:46:21	00:23:19.809	0.386
06/15/2022 13:46:21	00:23:19.911	0.387
06/15/2022 13:46:21	00:23:20.013	0.386
06/15/2022 13:46:21	00:23:20.114	0.384
06/15/2022 13:46:21	00:23:20.216	0.386
06/15/2022 13:46:22	00:23:20.824	0.385
06/15/2022 13:46:23	00:23:21.333	0.386
06/15/2022 13:46:23	00:23:21.638	0.384
06/15/2022 13:46:23	00:23:21.740	0.385
06/15/2022 13:46:23	00:23:21.940	0.386
06/15/2022 13:46:23	00:23:22.040	0.385
06/15/2022 13:46:24	00:23:22.344	0.386
06/15/2022 13:46:24	00:23:22.549	0.384
06/15/2022 13:46:24	00:23:22.956	0.385
06/15/2022 13:46:24	00:23:23.058	0.387
06/15/2022 13:46:24	00:23:23.160	0.386
06/15/2022 13:46:25	00:23:23.562	0.387
06/15/2022 13:46:25	00:23:23.664	0.385
06/15/2022 13:46:25	00:23:23.770	0.387
06/15/2022 13:46:25	00:23:23.872	0.385
06/15/2022 13:46:26	00:23:24.992	0.384
06/15/2022 13:46:26	00:23:25.199	0.383
06/15/2022 13:46:26	00:23:25.301	0.384
06/15/2022 13:46:27	00:23:25.708	0.385
06/15/2022 13:46:27	00:23:25.912	0.384
06/15/2022 13:46:27	00:23:26.212	0.386
06/15/2022 13:46:28	00:23:27.332	0.385
06/15/2022 13:46:29	00:23:27.938	0.386
06/15/2022 13:46:29	00:23:28.143	0.384
06/15/2022 13:46:29	00:23:28.347	0.385
06/15/2022 13:46:30	00:23:28.752	0.386
06/15/2022 13:46:30	00:23:28.852	0.385
06/15/2022 13:46:30	00:23:29.158	0.384
06/15/2022 13:46:30	00:23:29.260	0.385
06/15/2022 13:46:31	00:23:29.464	0.384
06/15/2022 13:46:31	00:23:29.567	0.385
06/15/2022 13:46:31	00:23:29.876	0.384
06/15/2022 13:46:31	00:23:29.976	0.385
06/15/2022 13:46:32	00:23:30.380	0.383
06/15/2022 13:46:32	00:23:30.686	0.384
06/15/2022 13:46:32	00:23:31.298	0.385
06/15/2022 13:46:33	00:23:31.500	0.383
06/15/2022 13:46:33	00:23:31.602	0.384
06/15/2022 13:46:33	00:23:32.008	0.385
06/15/2022 13:46:33	00:23:32.110	0.384
06/15/2022 13:46:34	00:23:32.518	0.385
06/15/2022 13:46:34	00:23:32.620	0.386
06/15/2022 13:46:34	00:23:32.722	0.385
06/15/2022 13:46:35	00:23:33.741	0.383
06/15/2022 13:46:35	00:23:34.046	0.384
06/15/2022 13:46:36	00:23:34.552	0.382
06/15/2022 13:46:36	00:23:34.654	0.383
06/15/2022 13:46:36	00:23:35.062	0.385
06/15/2022 13:46:36	00:23:35.368	0.384
06/15/2022 13:46:37	00:23:36.178	0.383
06/15/2022 13:46:38	00:23:36.689	0.385
06/15/2022 13:46:39	00:23:38.314	0.383
06/15/2022 13:46:40	00:23:38.414	0.385
06/15/2022 13:46:40	00:23:38.514	0.383
06/15/2022 13:46:41	00:23:39.734	0.384
06/15/2022 13:46:42	00:23:40.442	0.383
06/15/2022 13:46:42	00:23:40.851	0.384
06/15/2022 13:46:42	00:23:41.154	0.383
06/15/2022 13:46:43	00:23:41.656	0.384
06/15/2022 13:46:43	00:23:41.962	0.383
06/15/2022 13:46:43	00:23:42.064	0.384
06/15/2022 13:46:43	00:23:42.370	0.383
06/15/2022 13:46:44	00:23:42.672	0.384
06/15/2022 13:46:44	00:23:42.772	0.383
06/15/2022 13:46:44	00:23:43.280	0.384
06/15/2022 13:46:45	00:23:43.692	0.383
06/15/2022 13:46:45	00:23:43.794	0.382
06/15/2022 13:46:45	00:23:44.204	0.383
06/15/2022 13:46:46	00:23:44.612	0.381
06/15/2022 13:46:46	00:23:44.714	0.382
06/15/2022 13:46:46	00:23:44.816	0.384
06/15/2022 13:46:46	00:23:45.426	0.383
06/15/2022 13:46:47	00:23:45.626	0.384
06/15/2022 13:46:47	00:23:46.341	0.383
06/15/2022 13:46:47	00:23:46.443	0.384
06/15/2022 13:46:48	00:23:46.544	0.383
06/15/2022 13:46:49	00:23:48.166	0.382
06/15/2022 13:46:49	00:23:48.268	0.383
06/15/2022 13:46:49	00:23:48.368	0.382
06/15/2022 13:46:50	00:23:48.978	0.383
06/15/2022 13:46:50	00:23:49.386	0.382
06/15/2022 13:46:51	00:23:50.094	0.383
06/15/2022 13:46:52	00:23:50.603	0.384
06/15/2022 13:46:52	00:23:50.808	0.385
06/15/2022 13:46:52	00:23:50.908	0.383
06/15/2022 13:46:52	00:23:51.208	0.385
06/15/2022 13:46:52	00:23:51.310	0.383
06/15/2022 13:46:52	00:23:51.412	0.384
06/15/2022 13:46:53	00:23:51.718	0.383
06/15/2022 13:46:53	00:23:51.820	0.381
06/15/2022 13:46:53	00:23:51.922	0.383
06/15/2022 13:46:53	00:23:52.023	0.381
06/15/2022 13:46:53	00:23:52.126	0.382
06/15/2022 13:46:53	00:23:52.334	0.381
06/15/2022 13:46:53	00:23:52.438	0.382
06/15/2022 13:46:54	00:23:52.740	0.381
06/15/2022 13:46:55	00:23:54.366	0.382
06/15/2022 13:46:55	00:23:54.468	0.383
06/15/2022 13:46:56	00:23:54.773	0.382
06/15/2022 13:46:56	00:23:54.875	0.384
06/15/2022 13:46:56	00:23:54.978	0.383
06/15/2022 13:46:56	00:23:55.180	0.384
06/15/2022 13:46:56	00:23:55.382	0.382
06/15/2022 13:46:57	00:23:55.586	0.381
06/15/2022 13:46:57	00:23:55.688	0.384
06/15/2022 13:46:57	00:23:55.790	0.383
06/15/2022 13:46:57	00:23:55.994	0.382
06/15/2022 13:46:58	00:23:56.700	0.381
06/15/2022 13:46:58	00:23:56.802	0.382
06/15/2022 13:46:58	00:23:56.904	0.380
06/15/2022 13:46:58	00:23:57.006	0.381
06/15/2022 13:46:58	00:23:57.210	0.380
06/15/2022 13:46:59	00:23:57.617	0.382
06/15/2022 13:46:59	00:23:57.720	0.381
06/15/2022 13:46:59	00:23:57.822	0.382
06/15/2022 13:46:59	00:23:57.924	0.381
06/15/2022 13:47:00	00:23:58.740	0.383
06/15/2022 13:47:00	00:23:58.842	0.381
06/15/2022 13:47:00	00:23:59.045	0.383
06/15/2022 13:47:00	00:23:59.148	0.381
06/15/2022 13:47:01	00:24:00.557	0.381
06/15/2022 13:47:02	00:24:01.557	0.381
06/15/2022 13:47:03	00:24:01.557	0.381
06/15/2022 13:47:03	00:24:02.288	0.380
06/15/2022 13:47:04	00:24:02.706	0.382
06/15/2022 13:47:04	00:24:02.808	0.381
06/15/2022 13:47:04	00:24:03.113	0.382
06/15/2022 13:47:04	00:24:03.215	0.380
06/15/2022 13:47:04	00:24:03.420	0.382
06/15/2022 13:47:05	00:24:03.722	0.380
06/15/2022 13:47:05	00:24:04.334	0.382
06/15/2022 13:47:06	00:24:05.244	0.380
06/15/2022 13:47:06	00:24:05.346	0.381
06/15/2022 13:47:07	00:24:05.957	0.382
06/15/2022 13:47:07	00:24:06.376	0.381
06/15/2022 13:47:08	00:24:06.886	0.380
06/15/2022 13:47:08	00:24:06.988	0.381
06/15/2022 13:47:08	00:24:07.395	0.380
06/15/2022 13:47:09	00:24:08.000	0.381
06/15/2022 13:47:09	00:24:08.306	0.378
06/15/2022 13:47:09	00:24:08.408	0.380
06/15/2022 13:47:09	00:24:08.510	0.382
06/15/2022 13:47:10	00:24:08.817	0.381
06/15/2022 13:47:10	00:24:09.018	0.379
06/15/2022 13:47:10	00:24:09.422	0.381
06/15/2022 13:47:11	00:24:09.626	0.380
06/15/2022 13:47:11	00:24:09.830	0.381
06/15/2022 13:47:11	00:24:10.135	0.380
06/15/2022 13:47:12	00:24:11.356	0.382
06/15/2022 13:47:12	00:24:11.559	0.381
06/15/2022 13:47:13	00:24:11.761	0.380
06/15/2022 13:47:13	00:24:11.962	0.381
06/15/2022 13:47:13	00:24:12.166	0.379
06/15/2022 13:47:13	00:24:12.574	0.380
06/15/2022 13:47:14	00:24:12.879	0.379
06/15/2022 13:47:14	00:24:13.183	0.380
06/15/2022 13:47:14	00:24:13.386	0.379
06/15/2022 13:47:15	00:24:14.104	0.380
06/15/2022 13:47:15	00:24:14.205	0.381
06/15/2022 13:47:15	00:24:14.509	0.379
06/15/2022 13:47:16	00:24:14.816	0.381
06/15/2022 13:47:16	00:24:15.428	0.380
06/15/2022 13:47:17	00:24:16.634	0.380
06/15/2022 13:47:18	00:24:16.634	0.380
06/15/2022 13:47:18	00:24:17.061	0.378
06/15/2022 13:47:18	00:24:17.263	0.379
06/15/2022 13:47:18	00:24:17.564	0.378
06/15/2022 13:47:19	00:24:17.768	0.380
06/15/2022 13:47:19	00:24:17.870	0.378
06/15/2022 13:47:19	00:24:18.379	0.380
06/15/2022 13:47:19	00:24:18.481	0.378
06/15/2022 13:47:19	00:24:18.583	0.380
06/15/2022 13:47:20	00:24:19.398	0.378
06/15/2022 13:47:20	00:24:19.500	0.379
06/15/2022 13:47:21	00:24:20.516	0.380
06/15/2022 13:47:21	00:24:20.618	0.378
06/15/2022 13:47:22	00:24:20.720	0.380
06/15/2022 13:47:22	00:24:21.026	0.378
06/15/2022 13:47:23	00:24:21.732	0.379
06/15/2022 13:47:23	00:24:21.936	0.378
06/15/2022 13:47:23	00:24:22.140	0.380
06/15/2022 13:47:23	00:24:22.242	0.379
06/15/2022 13:47:24	00:24:22.953	0.380
06/15/2022 13:47:24	00:24:23.360	0.379
06/15/2022 13:47:24	00:24:23.462	0.380
06/15/2022 13:47:24	00:24:23.666	0.379
06/15/2022 13:47:25	00:24:24.700	0.379
06/15/2022 13:47:26	00:24:24.700	0.379
06/15/2022 13:47:26	00:24:25.192	0.378
06/15/2022 13:47:26	00:24:25.597	0.379
06/15/2022 13:47:26	00:24:25.697	0.377
06/15/2022 13:47:27	00:24:26.306	0.379
06/15/2022 13:47:27	00:24:26.611	0.378
06/15/2022 13:47:28	00:24:27.320	0.379
06/15/2022 13:47:28	00:24:27.524	0.377
06/15/2022 13:47:28	00:24:27.728	0.378
06/15/2022 13:47:29	00:24:28.033	0.377
06/15/2022 13:47:29	00:24:28.237	0.378
06/15/2022 13:47:29	00:24:28.639	0.380
06/15/2022 13:47:29	00:24:28.742	0.378
06/15/2022 13:47:30	00:24:28.946	0.380
06/15/2022 13:47:30	00:24:29.048	0.382
06/15/2022 13:47:30	00:24:29.150	0.378
06/15/2022 13:47:31	00:24:29.959	0.377
06/15/2022 13:47:31	00:24:30.470	0.376
06/15/2022 13:47:31	00:24:30.674	0.378
06/15/2022 13:47:32	00:24:31.283	0.379
06/15/2022 13:47:33	00:24:31.792	0.378
06/15/2022 13:47:33	00:24:32.098	0.379
06/15/2022 13:47:33	00:24:32.199	0.378
06/15/2022 13:47:33	00:24:32.503	0.379
06/15/2022 13:47:34	00:24:32.905	0.376
06/15/2022 13:47:34	00:24:33.518	0.378
06/15/2022 13:47:35	00:24:33.925	0.377
06/15/2022 13:47:35	00:24:34.229	0.379
06/15/2022 13:47:35	00:24:34.536	0.377
06/15/2022 13:47:35	00:24:34.640	0.379
06/15/2022 13:47:35	00:24:34.742	0.378
06/15/2022 13:47:36	00:24:35.048	0.376
06/15/2022 13:47:36	00:24:35.149	0.377
06/15/2022 13:47:36	00:24:35.351	0.378
06/15/2022 13:47:36	00:24:35.451	0.377
06/15/2022 13:47:36	00:24:35.551	0.376
06/15/2022 13:47:36	00:24:35.755	0.377
06/15/2022 13:47:37	00:24:35.858	0.376
06/15/2022 13:47:37	00:24:35.960	0.378
06/15/2022 13:47:38	00:24:37.482	0.376
06/15/2022 13:47:38	00:24:37.584	0.377
06/15/2022 13:47:39	00:24:37.788	0.376
06/15/2022 13:47:39	00:24:37.991	0.378
06/15/2022 13:47:39	00:24:38.091	0.377
06/15/2022 13:47:39	00:24:38.191	0.375
06/15/2022 13:47:39	00:24:38.291	0.377
06/15/2022 13:47:39	00:24:38.393	0.376
06/15/2022 13:47:39	00:24:38.495	0.377
06/15/2022 13:47:40	00:24:38.904	0.378
06/15/2022 13:47:40	00:24:39.006	0.376
06/15/2022 13:47:40	00:24:39.209	0.378
06/15/2022 13:47:40	00:24:39.411	0.377
06/15/2022 13:47:40	00:24:39.611	0.376
06/15/2022 13:47:41	00:24:40.018	0.377
06/15/2022 13:47:41	00:24:40.120	0.378
06/15/2022 13:47:41	00:24:40.428	0.377
06/15/2022 13:47:42	00:24:41.237	0.376
06/15/2022 13:47:42	00:24:41.646	0.377
06/15/2022 13:47:42	00:24:41.748	0.375
06/15/2022 13:47:43	00:24:41.850	0.377
06/15/2022 13:47:43	00:24:42.155	0.376
06/15/2022 13:47:43	00:24:42.457	0.378
06/15/2022 13:47:43	00:24:42.557	0.377
06/15/2022 13:47:44	00:24:43.681	0.375
06/15/2022 13:47:44	00:24:43.781	0.377
06/15/2022 13:47:45	00:24:44.392	0.376
06/15/2022 13:47:45	00:24:44.496	0.378
06/15/2022 13:47:45	00:24:44.598	0.376
06/15/2022 13:47:45	00:24:44.699	0.377
06/15/2022 13:47:46	00:24:45.103	0.376
06/15/2022 13:47:47	00:24:46.223	0.377
06/15/2022 13:47:47	00:24:46.325	0.376
06/15/2022 13:47:47	00:24:46.425	0.378
06/15/2022 13:47:47	00:24:46.525	0.376
06/15/2022 13:47:47	00:24:46.729	0.374
06/15/2022 13:47:47	00:24:46.831	0.376
06/15/2022 13:47:48	00:24:47.036	0.375
06/15/2022 13:47:48	00:24:47.138	0.377
06/15/2022 13:47:48	00:24:47.342	0.375
06/15/2022 13:47:48	00:24:47.545	0.377
06/15/2022 13:47:48	00:24:47.747	0.378
06/15/2022 13:47:48	00:24:47.847	0.376
06/15/2022 13:47:49	00:24:48.151	0.374
06/15/2022 13:47:49	00:24:48.253	0.376
06/15/2022 13:47:49	00:24:48.356	0.377
06/15/2022 13:47:49	00:24:48.458	0.375
06/15/2022 13:47:49	00:24:48.662	0.379
06/15/2022 13:47:49	00:24:48.766	0.378
06/15/2022 13:47:50	00:24:48.867	0.377
06/15/2022 13:47:50	00:24:49.269	0.378
06/15/2022 13:47:50	00:24:49.369	0.376
06/15/2022 13:47:51	00:24:50.084	0.375
06/15/2022 13:47:51	00:24:50.185	0.376
06/15/2022 13:47:51	00:24:50.389	0.374
06/15/2022 13:47:51	00:24:50.491	0.376
06/15/2022 13:47:52	00:24:50.895	0.377
06/15/2022 13:47:53	00:24:51.913	0.375
06/15/2022 13:47:53	00:24:52.215	0.376
06/15/2022 13:47:53	00:24:52.419	0.378
06/15/2022 13:47:53	00:24:52.521	0.376
06/15/2022 13:47:54	00:24:53.031	0.374
06/15/2022 13:47:54	00:24:53.133	0.376
06/15/2022 13:47:54	00:24:53.333	0.375
06/15/2022 13:47:54	00:24:53.837	0.376
06/15/2022 13:47:55	00:24:54.549	0.374
06/15/2022 13:47:55	00:24:54.649	0.376
06/15/2022 13:47:56	00:24:55.362	0.377
06/15/2022 13:47:56	00:24:55.464	0.376
06/15/2022 13:47:56	00:24:55.769	0.375
06/15/2022 13:47:57	00:24:56.273	0.377
06/15/2022 13:47:57	00:24:56.579	0.376
06/15/2022 13:47:57	00:24:56.886	0.374
06/15/2022 13:47:59	00:24:56.988	0.375
06/15/2022 13:47:59	00:24:57.089	0.374
06/15/2022 13:47:59	00:24:57.491	0.375
06/15/2022 13:47:59	00:24:57.695	0.376
06/15/2022 13:47:59	00:24:57.899	0.375
06/15/2022 13:48:00	00:24:58.104	0.374
06/15/2022 13:48:00	00:24:58.206	0.376
06/15/2022 13:48:00	00:24:58.307	0.375
06/15/2022 13:48:00	00:24:58.811	0.376
06/15/2022 13:48:01	00:24:59.626	0.374
06/15/2022 13:48:01	00:24:59.727	0.376
06/15/2022 13:48:02	00:24:59.931	0.375
06/15/2022 13:48:02	00:25:00.331	0.374
06/15/2022 13:48:02	00:25:00.431	0.376
06/15/2022 13:48:02	00:25:00.635	0.375
06/15/2022 13:48:02	00:25:00.737	0.376
06/15/2022 13:48:02	00:25:00.839	0.375
06/15/2022 13:48:03	00:25:01.449	0.374
06/15/2022 13:48:03	00:25:01.749	0.375
06/15/2022 13:48:04	00:25:02.055	0.374
06/15/2022 13:48:05	00:25:02.969	0.375
06/15/2022 13:48:05	00:25:03.375	0.376
06/15/2022 13:48:05	00:25:03.477	0.375
06/15/2022 13:48:05	00:25:03.681	0.374
06/15/2022 13:48:05	00:25:03.784	0.375
06/15/2022 13:48:06	00:25:04.089	0.376
06/15/2022 13:48:06	00:25:04.391	0.375
06/15/2022 13:48:06	00:25:04.697	0.373
06/15/2022 13:48:06	00:25:04.799	0.374
06/15/2022 13:48:07	00:25:05.309	0.375
06/15/2022 13:48:07	00:25:05.715	0.374
06/15/2022 13:48:07	00:25:05.815	0.375
06/15/2022 13:48:07	00:25:05.915	0.374
06/15/2022 13:48:08	00:25:06.962	0.374
06/15/2022 13:48:09	00:25:06.962	0.374
06/15/2022 13:48:09	00:25:07.143	0.375
06/15/2022 13:48:09	00:25:07.243	0.374
06/15/2022 13:48:09	00:25:07.447	0.376
06/15/2022 13:48:09	00:25:07.549	0.374
06/15/2022 13:48:09	00:25:07.855	0.372
06/15/2022 13:48:10	00:25:08.059	0.374
06/15/2022 13:48:10	00:25:08.263	0.373
06/15/2022 13:48:10	00:25:08.467	0.374
06/15/2022 13:48:10	00:25:08.669	0.375
06/15/2022 13:48:11	00:25:09.285	0.374
06/15/2022 13:48:11	00:25:09.591	0.375
06/15/2022 13:48:11	00:25:09.795	0.374
06/15/2022 13:48:12	00:25:10.099	0.375
06/15/2022 13:48:12	00:25:10.405	0.374
06/15/2022 13:48:12	00:25:10.609	0.372
06/15/2022 13:48:12	00:25:10.711	0.373
06/15/2022 13:48:13	00:25:11.323	0.372
06/15/2022 13:48:13	00:25:11.831	0.373
06/15/2022 13:48:14	00:25:12.035	0.375
06/15/2022 13:48:14	00:25:12.239	0.374
06/15/2022 13:48:14	00:25:12.543	0.375
06/15/2022 13:48:15	00:25:13.153	0.374
06/15/2022 13:48:15	00:25:13.765	0.375
06/15/2022 13:48:15	00:25:13.867	0.373
06/15/2022 13:48:16	00:25:15.017	0.373
06/15/2022 13:48:17	00:25:15.017	0.373
06/15/2022 13:48:17	00:25:15.087	0.375
06/15/2022 13:48:17	00:25:15.289	0.372
06/15/2022 13:48:17	00:25:15.793	0.373
06/15/2022 13:48:18	00:25:16.609	0.375
06/15/2022 13:48:18	00:25:16.709	0.374
06/15/2022 13:48:18	00:25:16.809	0.372
06/15/2022 13:48:18	00:25:17.009	0.374
06/15/2022 13:48:19	00:25:17.213	0.373
06/15/2022 13:48:19	00:25:17.825	0.374
06/15/2022 13:48:19	00:25:17.927	0.372
06/15/2022 13:48:19	00:25:18.029	0.374
06/15/2022 13:48:20	00:25:18.132	0.373
06/15/2022 13:48:20	00:25:18.333	0.374
06/15/2022 13:48:20	00:25:18.435	0.372
06/15/2022 13:48:20	00:25:18.843	0.373
06/15/2022 13:48:21	00:25:19.047	0.374
06/15/2022 13:48:21	00:25:19.250	0.373
06/15/2022 13:48:21	00:25:19.759	0.374
06/15/2022 13:48:21	00:25:19.861	0.372
06/15/2022 13:48:22	00:25:20.578	0.373
06/15/2022 13:48:22	00:25:20.781	0.372
06/15/2022 13:48:23	00:25:21.181	0.373
06/15/2022 13:48:24	00:25:22.301	0.372
06/15/2022 13:48:24	00:25:22.501	0.373
06/15/2022 13:48:25	00:25:23.819	0.374
06/15/2022 13:48:26	00:25:24.431	0.372
06/15/2022 13:48:26	00:25:24.635	0.374
06/15/2022 13:48:26	00:25:24.838	0.373
06/15/2022 13:48:27	00:25:25.241	0.371
06/15/2022 13:48:27	00:25:25.343	0.373
06/15/2022 13:48:27	00:25:25.445	0.371
06/15/2022 13:48:28	00:25:26.158	0.372
06/15/2022 13:48:28	00:25:26.260	0.373
06/15/2022 13:48:28	00:25:26.361	0.372
06/15/2022 13:48:28	00:25:26.461	0.373
06/15/2022 13:48:28	00:25:26.561	0.372
06/15/2022 13:48:28	00:25:26.661	0.371
06/15/2022 13:48:28	00:25:26.765	0.373
06/15/2022 13:48:28	00:25:27.071	0.372
06/15/2022 13:48:29	00:25:27.377	0.373
06/15/2022 13:48:29	00:25:27.580	0.371
06/15/2022 13:48:29	00:25:27.783	0.373
06/15/2022 13:48:29	00:25:27.883	0.372
06/15/2022 13:48:30	00:25:28.389	0.373
06/15/2022 13:48:30	00:25:29.004	0.371
06/15/2022 13:48:30	00:25:29.106	0.373
06/15/2022 13:48:31	00:25:29.815	0.372
06/15/2022 13:48:31	00:25:30.019	0.371
06/15/2022 13:48:31	00:25:30.121	0.372
06/15/2022 13:48:32	00:25:30.627	0.374
06/15/2022 13:48:32	00:25:30.727	0.372
06/15/2022 13:48:33	00:25:31.844	0.373
06/15/2022 13:48:33	00:25:31.945	0.371
06/15/2022 13:48:33	00:25:32.045	0.373
06/15/2022 13:48:34	00:25:32.245	0.372
06/15/2022 13:48:34	00:25:32.347	0.370
06/15/2022 13:48:34	00:25:32.653	0.372
06/15/2022 13:48:34	00:25:32.857	0.373
06/15/2022 13:48:34	00:25:32.958	0.371
06/15/2022 13:48:35	00:25:33.264	0.373
06/15/2022 13:48:35	00:25:33.465	0.371
06/15/2022 13:48:36	00:25:34.177	0.372
06/15/2022 13:48:36	00:25:34.283	0.370
06/15/2022 13:48:36	00:25:34.588	0.372
06/15/2022 13:48:36	00:25:34.690	0.371
06/15/2022 13:48:36	00:25:34.891	0.372
06/15/2022 13:48:37	00:25:35.195	0.373
06/15/2022 13:48:37	00:25:35.297	0.371
06/15/2022 13:48:37	00:25:35.399	0.372
06/15/2022 13:48:37	00:25:35.501	0.371
06/15/2022 13:48:37	00:25:35.908	0.372
06/15/2022 13:48:37	00:25:36.010	0.370
06/15/2022 13:48:38	00:25:36.211	0.372
06/15/2022 13:48:38	00:25:36.513	0.373
06/15/2022 13:48:38	00:25:36.615	0.371
06/15/2022 13:48:38	00:25:36.819	0.373
06/15/2022 13:48:38	00:25:36.921	0.371
06/15/2022 13:48:39	00:25:38.037	0.372
06/15/2022 13:48:40	00:25:38.241	0.371
06/15/2022 13:48:40	00:25:38.343	0.373
06/15/2022 13:48:40	00:25:38.445	0.371
06/15/2022 13:48:40	00:25:38.956	0.370
06/15/2022 13:48:41	00:25:39.259	0.372
06/15/2022 13:48:41	00:25:39.361	0.370
06/15/2022 13:48:41	00:25:40.176	0.372
06/15/2022 13:48:42	00:25:41.197	0.372
06/15/2022 13:48:43	00:25:41.197	0.372
06/15/2022 13:48:43	00:25:41.392	0.370
06/15/2022 13:48:43	00:25:41.802	0.372
06/15/2022 13:48:43	00:25:41.903	0.370
06/15/2022 13:48:43	00:25:42.107	0.371
06/15/2022 13:48:44	00:25:42.209	0.370
06/15/2022 13:48:44	00:25:42.311	0.371
06/15/2022 13:48:45	00:25:43.225	0.370
06/15/2022 13:48:45	00:25:43.427	0.371
06/15/2022 13:48:45	00:25:43.937	0.370
06/15/2022 13:48:46	00:25:44.448	0.371
06/15/2022 13:48:46	00:25:44.953	0.369
06/15/2022 13:48:46	00:25:45.157	0.370
06/15/2022 13:48:47	00:25:45.259	0.371
06/15/2022 13:48:47	00:25:45.766	0.369
06/15/2022 13:48:47	00:25:46.067	0.370
06/15/2022 13:48:48	00:25:46.271	0.372
06/15/2022 13:48:48	00:25:46.475	0.371
06/15/2022 13:48:48	00:25:46.577	0.372
06/15/2022 13:48:48	00:25:46.679	0.371
06/15/2022 13:48:48	00:25:47.186	0.370
06/15/2022 13:48:49	00:25:47.286	0.371
06/15/2022 13:48:49	00:25:47.487	0.369
06/15/2022 13:48:49	00:25:47.795	0.368
06/15/2022 13:48:49	00:25:47.999	0.369
06/15/2022 13:48:50	00:25:48.506	0.370
06/15/2022 13:48:50	00:25:48.915	0.369
06/15/2022 13:48:50	00:25:49.017	0.371
06/15/2022 13:48:51	00:25:49.323	0.368
06/15/2022 13:48:51	00:25:49.527	0.370
06/15/2022 13:48:51	00:25:49.730	0.371
06/15/2022 13:48:51	00:25:50.036	0.370
06/15/2022 13:48:52	00:25:50.543	0.372
06/15/2022 13:48:52	00:25:50.747	0.369
06/15/2022 13:48:52	00:25:50.849	0.370
06/15/2022 13:48:53	00:25:51.863	0.369
06/15/2022 13:48:53	00:25:52.067	0.370
06/15/2022 13:48:54	00:25:52.271	0.369
