Local Date/Time	Relative Time	setflow-a:setflow [µL/min]
06/15/2022 13:47:44	00:24:42.970	0.377
06/15/2022 13:47:44	00:24:43.072	0.377
06/15/2022 13:47:44	00:24:43.174	0.377
06/15/2022 13:47:44	00:24:43.276	0.377
06/15/2022 13:47:44	00:24:43.377	0.377
06/15/2022 13:47:44	00:24:43.479	0.377
06/15/2022 13:47:44	00:24:43.581	0.377
06/15/2022 13:47:44	00:24:43.681	0.377
06/15/2022 13:47:44	00:24:43.781	0.377
06/15/2022 13:47:45	00:24:43.881	0.377
06/15/2022 13:47:45	00:24:43.983	0.377
06/15/2022 13:47:45	00:24:44.085	0.377
06/15/2022 13:47:45	00:24:44.187	0.377
06/15/2022 13:47:45	00:24:44.290	0.377
06/15/2022 13:47:45	00:24:44.393	0.377
06/15/2022 13:47:45	00:24:44.496	0.377
06/15/2022 13:47:45	00:24:44.598	0.377
06/15/2022 13:47:45	00:24:44.699	0.377
06/15/2022 13:47:45	00:24:44.801	0.377
06/15/2022 13:47:46	00:24:44.903	0.377
06/15/2022 13:47:46	00:24:45.003	0.377
06/15/2022 13:47:46	00:24:45.103	0.377
06/15/2022 13:47:46	00:24:45.203	0.377
06/15/2022 13:47:46	00:24:45.305	0.377
06/15/2022 13:47:46	00:24:45.407	0.377
06/15/2022 13:47:46	00:24:45.509	0.377
06/15/2022 13:47:46	00:24:45.612	0.377
06/15/2022 13:47:46	00:24:45.714	0.377
06/15/2022 13:47:46	00:24:45.816	0.377
06/15/2022 13:47:47	00:24:45.918	0.377
06/15/2022 13:47:47	00:24:46.019	0.377
06/15/2022 13:47:47	00:24:46.121	0.377
06/15/2022 13:47:47	00:24:46.223	0.377
06/15/2022 13:47:47	00:24:46.325	0.377
06/15/2022 13:47:47	00:24:46.425	0.377
06/15/2022 13:47:47	00:24:46.525	0.377
06/15/2022 13:47:47	00:24:46.627	0.377
06/15/2022 13:47:47	00:24:46.729	0.377
06/15/2022 13:47:47	00:24:46.831	0.377
06/15/2022 13:47:48	00:24:46.933	0.376
06/15/2022 13:47:48	00:24:47.036	0.376
06/15/2022 13:47:48	00:24:47.138	0.376
06/15/2022 13:47:48	00:24:47.240	0.376
06/15/2022 13:47:48	00:24:47.342	0.376
06/15/2022 13:47:48	00:24:47.443	0.376
06/15/2022 13:47:48	00:24:47.545	0.376
06/15/2022 13:47:48	00:24:47.647	0.376
06/15/2022 13:47:48	00:24:47.747	0.376
06/15/2022 13:47:48	00:24:47.847	0.376
06/15/2022 13:47:49	00:24:47.947	0.376
06/15/2022 13:47:49	00:24:48.049	0.376
06/15/2022 13:47:49	00:24:48.151	0.376
06/15/2022 13:47:49	00:24:48.253	0.376
06/15/2022 13:47:49	00:24:48.356	0.376
06/15/2022 13:47:49	00:24:48.458	0.376
06/15/2022 13:47:49	00:24:48.560	0.376
06/15/2022 13:47:49	00:24:48.662	0.376
06/15/2022 13:47:49	00:24:48.767	0.376
06/15/2022 13:47:50	00:24:48.867	0.376
06/15/2022 13:47:50	00:24:48.969	0.376
06/15/2022 13:47:50	00:24:49.069	0.376
06/15/2022 13:47:50	00:24:49.169	0.376
06/15/2022 13:47:50	00:24:49.269	0.376
06/15/2022 13:47:50	00:24:49.369	0.376
06/15/2022 13:47:50	00:24:49.471	0.376
06/15/2022 13:47:50	00:24:49.573	0.376
06/15/2022 13:47:50	00:24:49.675	0.376
06/15/2022 13:47:50	00:24:49.778	0.376
06/15/2022 13:47:51	00:24:49.880	0.376
06/15/2022 13:47:51	00:24:49.982	0.376
06/15/2022 13:47:51	00:24:50.084	0.376
06/15/2022 13:47:51	00:24:50.186	0.376
06/15/2022 13:47:51	00:24:50.287	0.376
06/15/2022 13:47:51	00:24:50.390	0.376
06/15/2022 13:47:51	00:24:50.491	0.376
06/15/2022 13:47:51	00:24:50.591	0.376
06/15/2022 13:47:51	00:24:50.691	0.376
06/15/2022 13:47:51	00:24:50.793	0.376
06/15/2022 13:47:52	00:24:50.895	0.376
06/15/2022 13:47:52	00:24:50.997	0.376
06/15/2022 13:47:52	00:24:51.099	0.376
06/15/2022 13:47:52	00:24:51.202	0.376
06/15/2022 13:47:52	00:24:51.304	0.376
06/15/2022 13:47:52	00:24:51.406	0.376
06/15/2022 13:47:52	00:24:51.508	0.376
06/15/2022 13:47:52	00:24:51.609	0.376
06/15/2022 13:47:52	00:24:51.711	0.376
06/15/2022 13:47:52	00:24:51.813	0.376
06/15/2022 13:47:53	00:24:51.913	0.376
06/15/2022 13:47:53	00:24:52.013	0.376
06/15/2022 13:47:53	00:24:52.113	0.376
06/15/2022 13:47:53	00:24:52.215	0.376
06/15/2022 13:47:53	00:24:52.317	0.376
06/15/2022 13:47:53	00:24:52.419	0.376
06/15/2022 13:47:53	00:24:52.521	0.376
06/15/2022 13:47:53	00:24:52.624	0.376
06/15/2022 13:47:53	00:24:52.726	0.376
06/15/2022 13:47:53	00:24:52.828	0.376
06/15/2022 13:47:54	00:24:52.929	0.376
06/15/2022 13:47:54	00:24:53.031	0.376
06/15/2022 13:47:54	00:24:53.133	0.376
06/15/2022 13:47:54	00:24:53.233	0.376
06/15/2022 13:47:54	00:24:53.333	0.376
06/15/2022 13:47:54	00:24:53.433	0.376
06/15/2022 13:47:54	00:24:53.533	0.376
06/15/2022 13:47:54	00:24:53.633	0.376
06/15/2022 13:47:54	00:24:53.735	0.376
06/15/2022 13:47:54	00:24:53.837	0.376
06/15/2022 13:47:55	00:24:53.940	0.376
06/15/2022 13:47:55	00:24:54.042	0.376
06/15/2022 13:47:55	00:24:54.144	0.376
06/15/2022 13:47:55	00:24:54.245	0.376
06/15/2022 13:47:55	00:24:54.347	0.376
06/15/2022 13:47:55	00:24:54.449	0.376
06/15/2022 13:47:55	00:24:54.549	0.376
06/15/2022 13:47:55	00:24:54.649	0.376
06/15/2022 13:47:55	00:24:54.749	0.376
06/15/2022 13:47:55	00:24:54.851	0.376
06/15/2022 13:47:56	00:24:54.953	0.376
06/15/2022 13:47:56	00:24:55.055	0.376
06/15/2022 13:47:56	00:24:55.157	0.376
06/15/2022 13:47:56	00:24:55.259	0.376
06/15/2022 13:47:56	00:24:55.362	0.376
06/15/2022 13:47:56	00:24:55.464	0.376
06/15/2022 13:47:56	00:24:55.566	0.376
06/15/2022 13:47:56	00:24:55.667	0.376
06/15/2022 13:47:56	00:24:55.769	0.376
06/15/2022 13:47:56	00:24:55.871	0.376
06/15/2022 13:47:57	00:24:55.971	0.376
06/15/2022 13:47:57	00:24:56.071	0.376
06/15/2022 13:47:57	00:24:56.171	0.375
06/15/2022 13:47:57	00:24:56.273	0.375
06/15/2022 13:47:57	00:24:56.375	0.375
06/15/2022 13:47:57	00:24:56.477	0.375
06/15/2022 13:47:57	00:24:56.579	0.375
06/15/2022 13:47:57	00:24:56.682	0.375
06/15/2022 13:47:57	00:24:56.784	0.375
06/15/2022 13:47:57	00:24:56.886	0.375
06/15/2022 13:47:59	00:24:56.988	0.375
06/15/2022 13:47:59	00:24:57.089	0.375
06/15/2022 13:47:59	00:24:57.191	0.375
06/15/2022 13:47:59	00:24:57.291	0.375
06/15/2022 13:47:59	00:24:57.391	0.375
06/15/2022 13:47:59	00:24:57.491	0.375
06/15/2022 13:47:59	00:24:57.593	0.375
06/15/2022 13:47:59	00:24:57.695	0.375
06/15/2022 13:47:59	00:24:57.797	0.375
06/15/2022 13:47:59	00:24:57.899	0.375
06/15/2022 13:48:00	00:24:58.001	0.375
06/15/2022 13:48:00	00:24:58.104	0.375
06/15/2022 13:48:00	00:24:58.206	0.375
06/15/2022 13:48:00	00:24:58.308	0.375
06/15/2022 13:48:00	00:24:58.409	0.375
06/15/2022 13:48:00	00:24:58.511	0.375
06/15/2022 13:48:00	00:24:58.611	0.375
06/15/2022 13:48:00	00:24:58.711	0.375
06/15/2022 13:48:00	00:24:58.811	0.375
06/15/2022 13:48:00	00:24:58.911	0.375
06/15/2022 13:48:01	00:24:59.013	0.375
06/15/2022 13:48:01	00:24:59.115	0.375
06/15/2022 13:48:01	00:24:59.217	0.375
06/15/2022 13:48:01	00:24:59.319	0.375
06/15/2022 13:48:01	00:24:59.421	0.375
06/15/2022 13:48:01	00:24:59.524	0.375
06/15/2022 13:48:01	00:24:59.626	0.375
06/15/2022 13:48:01	00:24:59.728	0.375
06/15/2022 13:48:01	00:24:59.829	0.375
06/15/2022 13:48:02	00:24:59.931	0.375
06/15/2022 13:48:02	00:25:00.031	0.375
06/15/2022 13:48:02	00:25:00.131	0.375
06/15/2022 13:48:02	00:25:00.231	0.375
06/15/2022 13:48:02	00:25:00.331	0.375
06/15/2022 13:48:02	00:25:00.431	0.375
06/15/2022 13:48:02	00:25:00.533	0.375
06/15/2022 13:48:02	00:25:00.635	0.375
06/15/2022 13:48:02	00:25:00.737	0.375
06/15/2022 13:48:02	00:25:00.839	0.375
06/15/2022 13:48:03	00:25:00.942	0.375
06/15/2022 13:48:03	00:25:01.044	0.375
06/15/2022 13:48:03	00:25:01.145	0.375
06/15/2022 13:48:03	00:25:01.247	0.375
06/15/2022 13:48:03	00:25:01.349	0.375
06/15/2022 13:48:03	00:25:01.449	0.375
06/15/2022 13:48:03	00:25:01.549	0.375
06/15/2022 13:48:03	00:25:01.649	0.375
06/15/2022 13:48:03	00:25:01.749	0.375
06/15/2022 13:48:03	00:25:01.851	0.375
06/15/2022 13:48:04	00:25:01.953	0.375
06/15/2022 13:48:04	00:25:02.055	0.375
06/15/2022 13:48:04	00:25:02.157	0.375
06/15/2022 13:48:04	00:25:02.259	0.375
06/15/2022 13:48:04	00:25:02.362	0.375
06/15/2022 13:48:04	00:25:02.464	0.375
06/15/2022 13:48:04	00:25:02.565	0.375
06/15/2022 13:48:04	00:25:02.668	0.375
06/15/2022 13:48:04	00:25:02.769	0.375
06/15/2022 13:48:04	00:25:02.869	0.375
06/15/2022 13:48:05	00:25:02.969	0.375
06/15/2022 13:48:05	00:25:03.069	0.375
06/15/2022 13:48:05	00:25:03.171	0.375
06/15/2022 13:48:05	00:25:03.273	0.375
06/15/2022 13:48:05	00:25:03.375	0.375
06/15/2022 13:48:05	00:25:03.477	0.375
06/15/2022 13:48:05	00:25:03.579	0.375
06/15/2022 13:48:05	00:25:03.681	0.375
06/15/2022 13:48:05	00:25:03.784	0.375
06/15/2022 13:48:05	00:25:03.886	0.375
06/15/2022 13:48:06	00:25:03.987	0.375
06/15/2022 13:48:06	00:25:04.089	0.375
06/15/2022 13:48:06	00:25:04.191	0.375
06/15/2022 13:48:06	00:25:04.291	0.375
06/15/2022 13:48:06	00:25:04.391	0.375
06/15/2022 13:48:06	00:25:04.493	0.375
06/15/2022 13:48:06	00:25:04.595	0.375
06/15/2022 13:48:06	00:25:04.697	0.375
06/15/2022 13:48:06	00:25:04.799	0.375
06/15/2022 13:48:06	00:25:04.901	0.375
06/15/2022 13:48:07	00:25:05.003	0.375
06/15/2022 13:48:07	00:25:05.105	0.375
06/15/2022 13:48:07	00:25:05.208	0.375
06/15/2022 13:48:07	00:25:05.309	0.375
06/15/2022 13:48:07	00:25:05.411	0.374
06/15/2022 13:48:07	00:25:05.513	0.374
06/15/2022 13:48:07	00:25:05.615	0.374
06/15/2022 13:48:07	00:25:05.715	0.374
06/15/2022 13:48:07	00:25:05.815	0.374
06/15/2022 13:48:07	00:25:05.915	0.374
06/15/2022 13:48:08	00:25:06.017	0.374
06/15/2022 13:48:08	00:25:06.119	0.374
06/15/2022 13:48:08	00:25:06.221	0.374
06/15/2022 13:48:08	00:25:06.323	0.374
06/15/2022 13:48:08	00:25:06.435	0.374
06/15/2022 13:48:08	00:25:06.537	0.374
06/15/2022 13:48:08	00:25:06.639	0.374
06/15/2022 13:48:08	00:25:06.741	0.374
06/15/2022 13:48:08	00:25:06.843	0.374
06/15/2022 13:48:08	00:25:06.943	0.374
06/15/2022 13:48:09	00:25:07.043	0.374
06/15/2022 13:48:09	00:25:07.143	0.374
06/15/2022 13:48:09	00:25:07.243	0.374
06/15/2022 13:48:09	00:25:07.345	0.374
06/15/2022 13:48:09	00:25:07.447	0.374
06/15/2022 13:48:09	00:25:07.549	0.374
06/15/2022 13:48:09	00:25:07.651	0.374
06/15/2022 13:48:09	00:25:07.753	0.374
06/15/2022 13:48:09	00:25:07.855	0.374
06/15/2022 13:48:09	00:25:07.957	0.374
06/15/2022 13:48:10	00:25:08.060	0.374
06/15/2022 13:48:10	00:25:08.161	0.374
06/15/2022 13:48:10	00:25:08.263	0.374
06/15/2022 13:48:10	00:25:08.365	0.374
06/15/2022 13:48:10	00:25:08.468	0.374
06/15/2022 13:48:10	00:25:08.569	0.374
06/15/2022 13:48:10	00:25:08.669	0.374
06/15/2022 13:48:10	00:25:08.774	0.374
06/15/2022 13:48:10	00:25:08.877	0.374
06/15/2022 13:48:10	00:25:08.979	0.374
06/15/2022 13:48:11	00:25:09.081	0.374
06/15/2022 13:48:11	00:25:09.183	0.374
06/15/2022 13:48:11	00:25:09.285	0.374
06/15/2022 13:48:11	00:25:09.387	0.374
06/15/2022 13:48:11	00:25:09.489	0.374
06/15/2022 13:48:11	00:25:09.591	0.374
06/15/2022 13:48:11	00:25:09.693	0.374
06/15/2022 13:48:11	00:25:09.795	0.374
06/15/2022 13:48:11	00:25:09.897	0.374
06/15/2022 13:48:12	00:25:09.997	0.374
06/15/2022 13:48:12	00:25:10.099	0.374
06/15/2022 13:48:12	00:25:10.201	0.374
06/15/2022 13:48:12	00:25:10.303	0.374
06/15/2022 13:48:12	00:25:10.405	0.374
06/15/2022 13:48:12	00:25:10.507	0.374
06/15/2022 13:48:12	00:25:10.609	0.374
06/15/2022 13:48:12	00:25:10.711	0.374
06/15/2022 13:48:12	00:25:10.813	0.374
06/15/2022 13:48:12	00:25:10.915	0.374
06/15/2022 13:48:13	00:25:11.017	0.374
06/15/2022 13:48:13	00:25:11.119	0.374
06/15/2022 13:48:13	00:25:11.221	0.374
06/15/2022 13:48:13	00:25:11.323	0.374
06/15/2022 13:48:13	00:25:11.423	0.374
06/15/2022 13:48:13	00:25:11.525	0.374
06/15/2022 13:48:13	00:25:11.627	0.374
06/15/2022 13:48:13	00:25:11.729	0.374
06/15/2022 13:48:13	00:25:11.831	0.374
06/15/2022 13:48:13	00:25:11.933	0.374
06/15/2022 13:48:14	00:25:12.035	0.374
06/15/2022 13:48:14	00:25:12.137	0.374
06/15/2022 13:48:14	00:25:12.240	0.374
06/15/2022 13:48:14	00:25:12.341	0.374
06/15/2022 13:48:14	00:25:12.443	0.374
06/15/2022 13:48:14	00:25:12.543	0.374
06/15/2022 13:48:14	00:25:12.643	0.374
06/15/2022 13:48:14	00:25:12.743	0.374
06/15/2022 13:48:14	00:25:12.847	0.374
06/15/2022 13:48:14	00:25:12.949	0.374
06/15/2022 13:48:15	00:25:13.051	0.374
06/15/2022 13:48:15	00:25:13.153	0.374
06/15/2022 13:48:15	00:25:13.255	0.374
06/15/2022 13:48:15	00:25:13.357	0.374
06/15/2022 13:48:15	00:25:13.459	0.374
06/15/2022 13:48:15	00:25:13.561	0.374
06/15/2022 13:48:15	00:25:13.663	0.374
06/15/2022 13:48:15	00:25:13.765	0.374
06/15/2022 13:48:15	00:25:13.867	0.374
06/15/2022 13:48:15	00:25:13.969	0.374
06/15/2022 13:48:16	00:25:14.069	0.374
06/15/2022 13:48:16	00:25:14.169	0.374
06/15/2022 13:48:16	00:25:14.271	0.374
06/15/2022 13:48:16	00:25:14.373	0.374
06/15/2022 13:48:16	00:25:14.475	0.374
06/15/2022 13:48:16	00:25:14.577	0.374
06/15/2022 13:48:16	00:25:14.679	0.373
06/15/2022 13:48:16	00:25:14.781	0.373
06/15/2022 13:48:16	00:25:14.883	0.373
06/15/2022 13:48:16	00:25:14.984	0.373
06/15/2022 13:48:17	00:25:15.087	0.373
06/15/2022 13:48:17	00:25:15.189	0.373
06/15/2022 13:48:17	00:25:15.289	0.373
06/15/2022 13:48:17	00:25:15.389	0.373
06/15/2022 13:48:17	00:25:15.489	0.373
06/15/2022 13:48:17	00:25:15.589	0.373
06/15/2022 13:48:17	00:25:15.691	0.373
06/15/2022 13:48:17	00:25:15.793	0.373
06/15/2022 13:48:17	00:25:15.895	0.373
06/15/2022 13:48:17	00:25:15.997	0.373
06/15/2022 13:48:18	00:25:16.099	0.373
06/15/2022 13:48:18	00:25:16.201	0.373
06/15/2022 13:48:18	00:25:16.303	0.373
06/15/2022 13:48:18	00:25:16.404	0.373
06/15/2022 13:48:18	00:25:16.507	0.373
06/15/2022 13:48:18	00:25:16.609	0.373
06/15/2022 13:48:18	00:25:16.709	0.373
06/15/2022 13:48:18	00:25:16.809	0.373
06/15/2022 13:48:18	00:25:16.909	0.373
06/15/2022 13:48:18	00:25:17.009	0.373
06/15/2022 13:48:19	00:25:17.111	0.373
06/15/2022 13:48:19	00:25:17.213	0.373
06/15/2022 13:48:19	00:25:17.315	0.373
06/15/2022 13:48:19	00:25:17.417	0.373
06/15/2022 13:48:19	00:25:17.519	0.373
06/15/2022 13:48:19	00:25:17.621	0.373
06/15/2022 13:48:19	00:25:17.723	0.373
06/15/2022 13:48:19	00:25:17.825	0.373
06/15/2022 13:48:19	00:25:17.927	0.373
06/15/2022 13:48:19	00:25:18.029	0.373
06/15/2022 13:48:20	00:25:18.132	0.373
06/15/2022 13:48:20	00:25:18.233	0.373
06/15/2022 13:48:20	00:25:18.333	0.373
06/15/2022 13:48:20	00:25:18.435	0.373
06/15/2022 13:48:20	00:25:18.537	0.373
06/15/2022 13:48:20	00:25:18.639	0.373
06/15/2022 13:48:20	00:25:18.741	0.373
06/15/2022 13:48:20	00:25:18.843	0.373
06/15/2022 13:48:20	00:25:18.945	0.373
06/15/2022 13:48:21	00:25:19.047	0.373
06/15/2022 13:48:21	00:25:19.149	0.373
06/15/2022 13:48:21	00:25:19.251	0.373
06/15/2022 13:48:21	00:25:19.353	0.373
06/15/2022 13:48:21	00:25:19.456	0.373
06/15/2022 13:48:21	00:25:19.557	0.373
06/15/2022 13:48:21	00:25:19.657	0.373
06/15/2022 13:48:21	00:25:19.759	0.373
06/15/2022 13:48:21	00:25:19.861	0.373
06/15/2022 13:48:21	00:25:19.967	0.373
06/15/2022 13:48:22	00:25:20.069	0.373
06/15/2022 13:48:22	00:25:20.171	0.373
06/15/2022 13:48:22	00:25:20.273	0.373
06/15/2022 13:48:22	00:25:20.375	0.373
06/15/2022 13:48:22	00:25:20.477	0.373
06/15/2022 13:48:22	00:25:20.578	0.373
06/15/2022 13:48:22	00:25:20.681	0.373
06/15/2022 13:48:22	00:25:20.781	0.373
06/15/2022 13:48:22	00:25:20.881	0.373
06/15/2022 13:48:22	00:25:20.981	0.373
06/15/2022 13:48:23	00:25:21.081	0.373
06/15/2022 13:48:23	00:25:21.181	0.373
06/15/2022 13:48:23	00:25:21.283	0.373
06/15/2022 13:48:23	00:25:21.385	0.373
06/15/2022 13:48:23	00:25:21.487	0.373
06/15/2022 13:48:23	00:25:21.589	0.373
06/15/2022 13:48:23	00:25:21.691	0.373
06/15/2022 13:48:23	00:25:21.793	0.373
06/15/2022 13:48:23	00:25:21.895	0.373
06/15/2022 13:48:23	00:25:21.996	0.373
06/15/2022 13:48:24	00:25:22.099	0.373
06/15/2022 13:48:24	00:25:22.201	0.373
06/15/2022 13:48:24	00:25:22.301	0.373
06/15/2022 13:48:24	00:25:22.401	0.373
06/15/2022 13:48:24	00:25:22.501	0.373
06/15/2022 13:48:24	00:25:22.601	0.373
06/15/2022 13:48:24	00:25:22.703	0.373
06/15/2022 13:48:24	00:25:22.805	0.373
06/15/2022 13:48:24	00:25:22.907	0.373
06/15/2022 13:48:24	00:25:23.009	0.373
06/15/2022 13:48:25	00:25:23.111	0.373
06/15/2022 13:48:25	00:25:23.213	0.373
06/15/2022 13:48:25	00:25:23.314	0.373
06/15/2022 13:48:25	00:25:23.416	0.373
06/15/2022 13:48:25	00:25:23.519	0.373
06/15/2022 13:48:25	00:25:23.619	0.373
06/15/2022 13:48:25	00:25:23.719	0.373
06/15/2022 13:48:25	00:25:23.819	0.373
06/15/2022 13:48:25	00:25:23.921	0.373
06/15/2022 13:48:25	00:25:24.023	0.372
06/15/2022 13:48:26	00:25:24.125	0.372
06/15/2022 13:48:26	00:25:24.227	0.372
06/15/2022 13:48:26	00:25:24.329	0.372
06/15/2022 13:48:26	00:25:24.431	0.372
06/15/2022 13:48:26	00:25:24.533	0.372
06/15/2022 13:48:26	00:25:24.635	0.372
06/15/2022 13:48:26	00:25:24.736	0.372
06/15/2022 13:48:26	00:25:24.838	0.372
06/15/2022 13:48:26	00:25:24.941	0.372
06/15/2022 13:48:26	00:25:25.041	0.372
06/15/2022 13:48:27	00:25:25.141	0.372
06/15/2022 13:48:27	00:25:25.241	0.372
06/15/2022 13:48:27	00:25:25.343	0.372
06/15/2022 13:48:27	00:25:25.445	0.372
06/15/2022 13:48:27	00:25:25.547	0.372
06/15/2022 13:48:27	00:25:25.649	0.372
06/15/2022 13:48:27	00:25:25.751	0.372
06/15/2022 13:48:27	00:25:25.853	0.372
06/15/2022 13:48:27	00:25:25.955	0.372
06/15/2022 13:48:27	00:25:26.057	0.372
06/15/2022 13:48:28	00:25:26.158	0.372
06/15/2022 13:48:28	00:25:26.260	0.372
06/15/2022 13:48:28	00:25:26.361	0.372
06/15/2022 13:48:28	00:25:26.461	0.372
06/15/2022 13:48:28	00:25:26.561	0.372
06/15/2022 13:48:28	00:25:26.661	0.372
06/15/2022 13:48:28	00:25:26.765	0.372
06/15/2022 13:48:28	00:25:26.867	0.372
06/15/2022 13:48:28	00:25:26.969	0.372
06/15/2022 13:48:28	00:25:27.071	0.372
06/15/2022 13:48:29	00:25:27.173	0.372
06/15/2022 13:48:29	00:25:27.275	0.372
06/15/2022 13:48:29	00:25:27.377	0.372
06/15/2022 13:48:29	00:25:27.478	0.372
06/15/2022 13:48:29	00:25:27.580	0.372
06/15/2022 13:48:29	00:25:27.682	0.372
06/15/2022 13:48:29	00:25:27.783	0.372
06/15/2022 13:48:29	00:25:27.883	0.372
06/15/2022 13:48:29	00:25:27.983	0.372
06/15/2022 13:48:29	00:25:28.083	0.372
06/15/2022 13:48:30	00:25:28.185	0.372
06/15/2022 13:48:30	00:25:28.287	0.372
06/15/2022 13:48:30	00:25:28.389	0.372
06/15/2022 13:48:30	00:25:28.491	0.372
06/15/2022 13:48:30	00:25:28.593	0.372
06/15/2022 13:48:30	00:25:28.695	0.372
06/15/2022 13:48:30	00:25:28.801	0.372
06/15/2022 13:48:30	00:25:28.902	0.372
06/15/2022 13:48:30	00:25:29.004	0.372
06/15/2022 13:48:30	00:25:29.106	0.372
06/15/2022 13:48:31	00:25:29.207	0.372
06/15/2022 13:48:31	00:25:29.307	0.372
06/15/2022 13:48:31	00:25:29.407	0.372
06/15/2022 13:48:31	00:25:29.509	0.372
06/15/2022 13:48:31	00:25:29.611	0.372
06/15/2022 13:48:31	00:25:29.713	0.372
06/15/2022 13:48:31	00:25:29.815	0.372
06/15/2022 13:48:31	00:25:29.917	0.372
06/15/2022 13:48:31	00:25:30.019	0.372
06/15/2022 13:48:31	00:25:30.121	0.372
06/15/2022 13:48:32	00:25:30.223	0.372
06/15/2022 13:48:32	00:25:30.324	0.372
06/15/2022 13:48:32	00:25:30.426	0.372
06/15/2022 13:48:32	00:25:30.526	0.372
06/15/2022 13:48:32	00:25:30.627	0.372
06/15/2022 13:48:32	00:25:30.727	0.372
06/15/2022 13:48:32	00:25:30.827	0.372
06/15/2022 13:48:32	00:25:30.927	0.372
06/15/2022 13:48:32	00:25:31.029	0.372
06/15/2022 13:48:32	00:25:31.131	0.372
06/15/2022 13:48:33	00:25:31.233	0.372
06/15/2022 13:48:33	00:25:31.335	0.372
06/15/2022 13:48:33	00:25:31.437	0.372
06/15/2022 13:48:33	00:25:31.539	0.372
06/15/2022 13:48:33	00:25:31.640	0.372
06/15/2022 13:48:33	00:25:31.742	0.372
06/15/2022 13:48:33	00:25:31.844	0.372
06/15/2022 13:48:33	00:25:31.945	0.372
06/15/2022 13:48:33	00:25:32.045	0.372
06/15/2022 13:48:34	00:25:32.145	0.372
06/15/2022 13:48:34	00:25:32.245	0.372
06/15/2022 13:48:34	00:25:32.347	0.372
06/15/2022 13:48:34	00:25:32.449	0.372
06/15/2022 13:48:34	00:25:32.551	0.372
06/15/2022 13:48:34	00:25:32.653	0.372
06/15/2022 13:48:34	00:25:32.755	0.372
06/15/2022 13:48:34	00:25:32.857	0.372
06/15/2022 13:48:34	00:25:32.959	0.372
06/15/2022 13:48:34	00:25:33.061	0.372
06/15/2022 13:48:35	00:25:33.162	0.371
06/15/2022 13:48:35	00:25:33.264	0.371
06/15/2022 13:48:35	00:25:33.365	0.371
06/15/2022 13:48:35	00:25:33.465	0.371
06/15/2022 13:48:35	00:25:33.565	0.371
06/15/2022 13:48:35	00:25:33.667	0.371
06/15/2022 13:48:35	00:25:33.769	0.371
06/15/2022 13:48:35	00:25:33.871	0.371
06/15/2022 13:48:35	00:25:33.973	0.371
06/15/2022 13:48:35	00:25:34.075	0.371
06/15/2022 13:48:36	00:25:34.177	0.371
06/15/2022 13:48:36	00:25:34.283	0.371
06/15/2022 13:48:36	00:25:34.384	0.371
06/15/2022 13:48:36	00:25:34.486	0.371
06/15/2022 13:48:36	00:25:34.588	0.371
06/15/2022 13:48:36	00:25:34.690	0.371
06/15/2022 13:48:36	00:25:34.791	0.371
06/15/2022 13:48:36	00:25:34.891	0.371
06/15/2022 13:48:36	00:25:34.991	0.371
06/15/2022 13:48:36	00:25:35.093	0.371
06/15/2022 13:48:37	00:25:35.195	0.371
06/15/2022 13:48:37	00:25:35.297	0.371
06/15/2022 13:48:37	00:25:35.399	0.371
06/15/2022 13:48:37	00:25:35.501	0.371
06/15/2022 13:48:37	00:25:35.603	0.371
06/15/2022 13:48:37	00:25:35.705	0.371
06/15/2022 13:48:37	00:25:35.807	0.371
06/15/2022 13:48:37	00:25:35.908	0.371
06/15/2022 13:48:37	00:25:36.010	0.371
06/15/2022 13:48:37	00:25:36.110	0.371
06/15/2022 13:48:38	00:25:36.211	0.371
06/15/2022 13:48:38	00:25:36.311	0.371
06/15/2022 13:48:38	00:25:36.411	0.371
06/15/2022 13:48:38	00:25:36.513	0.371
06/15/2022 13:48:38	00:25:36.615	0.371
06/15/2022 13:48:38	00:25:36.717	0.371
06/15/2022 13:48:38	00:25:36.819	0.371
06/15/2022 13:48:38	00:25:36.921	0.371
06/15/2022 13:48:38	00:25:37.023	0.371
06/15/2022 13:48:38	00:25:37.125	0.371
06/15/2022 13:48:39	00:25:37.226	0.371
06/15/2022 13:48:39	00:25:37.328	0.371
06/15/2022 13:48:39	00:25:37.430	0.371
06/15/2022 13:48:39	00:25:37.530	0.371
06/15/2022 13:48:39	00:25:37.631	0.371
06/15/2022 13:48:39	00:25:37.731	0.371
06/15/2022 13:48:39	00:25:37.833	0.371
06/15/2022 13:48:39	00:25:37.935	0.371
06/15/2022 13:48:39	00:25:38.037	0.371
06/15/2022 13:48:39	00:25:38.139	0.371
06/15/2022 13:48:40	00:25:38.241	0.371
06/15/2022 13:48:40	00:25:38.343	0.371
06/15/2022 13:48:40	00:25:38.445	0.371
06/15/2022 13:48:40	00:25:38.551	0.371
06/15/2022 13:48:40	00:25:38.652	0.371
06/15/2022 13:48:40	00:25:38.754	0.371
06/15/2022 13:48:40	00:25:38.856	0.371
06/15/2022 13:48:40	00:25:38.956	0.371
06/15/2022 13:48:40	00:25:39.057	0.371
06/15/2022 13:48:40	00:25:39.157	0.371
06/15/2022 13:48:41	00:25:39.259	0.371
06/15/2022 13:48:41	00:25:39.361	0.371
06/15/2022 13:48:41	00:25:39.463	0.371
06/15/2022 13:48:41	00:25:39.565	0.371
