Local Date/Time	Relative Time	setflow-b:setflow [µL/min]
06/15/2022 13:45:24	00:22:22.391	0.108
06/15/2022 13:45:24	00:22:22.491	0.108
06/15/2022 13:45:24	00:22:22.593	0.108
06/15/2022 13:45:24	00:22:22.695	0.108
06/15/2022 13:45:24	00:22:22.797	0.108
06/15/2022 13:45:24	00:22:22.899	0.108
06/15/2022 13:45:25	00:22:23.001	0.108
06/15/2022 13:45:25	00:22:23.103	0.108
06/15/2022 13:45:25	00:22:23.205	0.108
06/15/2022 13:45:25	00:22:23.308	0.108
06/15/2022 13:45:25	00:22:23.409	0.108
06/15/2022 13:45:25	00:22:23.513	0.109
06/15/2022 13:45:25	00:22:23.613	0.109
06/15/2022 13:45:25	00:22:23.713	0.109
06/15/2022 13:45:25	00:22:23.813	0.109
06/15/2022 13:45:25	00:22:23.915	0.109
06/15/2022 13:45:26	00:22:24.017	0.109
06/15/2022 13:45:26	00:22:24.119	0.109
06/15/2022 13:45:26	00:22:24.221	0.109
06/15/2022 13:45:26	00:22:24.323	0.109
06/15/2022 13:45:26	00:22:24.425	0.109
06/15/2022 13:45:26	00:22:24.527	0.109
06/15/2022 13:45:26	00:22:24.629	0.109
06/15/2022 13:45:26	00:22:24.731	0.109
06/15/2022 13:45:26	00:22:24.833	0.109
06/15/2022 13:45:26	00:22:24.933	0.109
06/15/2022 13:45:27	00:22:25.033	0.109
06/15/2022 13:45:27	00:22:25.133	0.109
06/15/2022 13:45:27	00:22:25.233	0.109
06/15/2022 13:45:27	00:22:25.335	0.109
06/15/2022 13:45:27	00:22:25.437	0.109
06/15/2022 13:45:27	00:22:25.539	0.109
06/15/2022 13:45:27	00:22:25.641	0.109
06/15/2022 13:45:27	00:22:25.743	0.109
06/15/2022 13:45:27	00:22:25.845	0.109
06/15/2022 13:45:27	00:22:25.947	0.109
06/15/2022 13:45:28	00:22:26.049	0.109
06/15/2022 13:45:28	00:22:26.151	0.109
06/15/2022 13:45:28	00:22:26.254	0.109
06/15/2022 13:45:28	00:22:26.360	0.109
06/15/2022 13:45:28	00:22:26.461	0.109
06/15/2022 13:45:28	00:22:26.561	0.109
06/15/2022 13:45:28	00:22:26.661	0.109
06/15/2022 13:45:28	00:22:26.763	0.109
06/15/2022 13:45:28	00:22:26.865	0.109
06/15/2022 13:45:28	00:22:26.967	0.109
06/15/2022 13:45:29	00:22:27.069	0.109
06/15/2022 13:45:29	00:22:27.171	0.109
06/15/2022 13:45:29	00:22:27.273	0.109
06/15/2022 13:45:29	00:22:27.375	0.109
06/15/2022 13:45:29	00:22:27.477	0.109
06/15/2022 13:45:29	00:22:27.579	0.109
06/15/2022 13:45:29	00:22:27.679	0.109
06/15/2022 13:45:29	00:22:27.779	0.109
06/15/2022 13:45:29	00:22:27.879	0.109
06/15/2022 13:45:29	00:22:27.979	0.109
06/15/2022 13:45:30	00:22:28.081	0.109
06/15/2022 13:45:30	00:22:28.183	0.109
06/15/2022 13:45:30	00:22:28.285	0.109
06/15/2022 13:45:30	00:22:28.387	0.109
06/15/2022 13:45:30	00:22:28.489	0.109
06/15/2022 13:45:30	00:22:28.591	0.109
06/15/2022 13:45:30	00:22:28.693	0.109
06/15/2022 13:45:30	00:22:28.795	0.109
06/15/2022 13:45:30	00:22:28.897	0.109
06/15/2022 13:45:30	00:22:28.999	0.109
06/15/2022 13:45:31	00:22:29.099	0.109
06/15/2022 13:45:31	00:22:29.199	0.109
06/15/2022 13:45:31	00:22:29.299	0.109
06/15/2022 13:45:31	00:22:29.401	0.109
06/15/2022 13:45:31	00:22:29.503	0.109
06/15/2022 13:45:31	00:22:29.605	0.109
06/15/2022 13:45:31	00:22:29.707	0.109
06/15/2022 13:45:31	00:22:29.809	0.109
06/15/2022 13:45:31	00:22:29.911	0.109
06/15/2022 13:45:31	00:22:30.013	0.109
06/15/2022 13:45:32	00:22:30.115	0.109
06/15/2022 13:45:32	00:22:30.217	0.109
06/15/2022 13:45:32	00:22:30.318	0.109
06/15/2022 13:45:32	00:22:30.419	0.109
06/15/2022 13:45:32	00:22:30.519	0.109
06/15/2022 13:45:32	00:22:30.619	0.109
06/15/2022 13:45:32	00:22:30.719	0.109
06/15/2022 13:45:32	00:22:30.821	0.109
06/15/2022 13:45:32	00:22:30.923	0.109
06/15/2022 13:45:32	00:22:31.025	0.109
06/15/2022 13:45:33	00:22:31.127	0.109
06/15/2022 13:45:33	00:22:31.229	0.109
06/15/2022 13:45:33	00:22:31.331	0.109
06/15/2022 13:45:33	00:22:31.433	0.109
06/15/2022 13:45:33	00:22:31.535	0.109
06/15/2022 13:45:33	00:22:31.637	0.109
06/15/2022 13:45:33	00:22:31.739	0.109
06/15/2022 13:45:33	00:22:31.839	0.109
06/15/2022 13:45:33	00:22:31.939	0.109
06/15/2022 13:45:33	00:22:32.039	0.109
06/15/2022 13:45:34	00:22:32.142	0.109
06/15/2022 13:45:34	00:22:32.243	0.109
06/15/2022 13:45:34	00:22:32.345	0.109
06/15/2022 13:45:34	00:22:32.447	0.109
06/15/2022 13:45:34	00:22:32.549	0.109
06/15/2022 13:45:34	00:22:32.651	0.110
06/15/2022 13:45:34	00:22:32.753	0.110
06/15/2022 13:45:34	00:22:32.855	0.110
06/15/2022 13:45:34	00:22:32.957	0.110
06/15/2022 13:45:35	00:22:33.058	0.110
06/15/2022 13:45:35	00:22:33.161	0.110
06/15/2022 13:45:35	00:22:33.262	0.110
06/15/2022 13:45:35	00:22:33.363	0.110
06/15/2022 13:45:35	00:22:33.463	0.110
06/15/2022 13:45:35	00:22:33.563	0.110
06/15/2022 13:45:35	00:22:33.665	0.110
06/15/2022 13:45:35	00:22:33.767	0.110
06/15/2022 13:45:35	00:22:33.869	0.110
06/15/2022 13:45:35	00:22:33.971	0.110
06/15/2022 13:45:36	00:22:34.073	0.110
06/15/2022 13:45:36	00:22:34.175	0.110
06/15/2022 13:45:36	00:22:34.277	0.110
06/15/2022 13:45:36	00:22:34.379	0.110
06/15/2022 13:45:36	00:22:34.481	0.110
06/15/2022 13:45:36	00:22:34.583	0.110
06/15/2022 13:45:36	00:22:34.683	0.110
06/15/2022 13:45:36	00:22:34.783	0.110
06/15/2022 13:45:36	00:22:34.883	0.110
06/15/2022 13:45:36	00:22:34.985	0.110
06/15/2022 13:45:37	00:22:35.087	0.110
06/15/2022 13:45:37	00:22:35.189	0.110
06/15/2022 13:45:37	00:22:35.291	0.110
06/15/2022 13:45:37	00:22:35.393	0.110
06/15/2022 13:45:37	00:22:35.495	0.110
06/15/2022 13:45:37	00:22:35.597	0.110
06/15/2022 13:45:37	00:22:35.699	0.110
06/15/2022 13:45:37	00:22:35.801	0.110
06/15/2022 13:45:37	00:22:35.903	0.110
06/15/2022 13:45:37	00:22:36.006	0.110
06/15/2022 13:45:38	00:22:36.107	0.110
06/15/2022 13:45:38	00:22:36.207	0.110
06/15/2022 13:45:38	00:22:36.307	0.110
06/15/2022 13:45:38	00:22:36.409	0.110
06/15/2022 13:45:38	00:22:36.511	0.110
06/15/2022 13:45:38	00:22:36.613	0.110
06/15/2022 13:45:38	00:22:36.715	0.110
06/15/2022 13:45:38	00:22:36.817	0.110
06/15/2022 13:45:38	00:22:36.919	0.110
06/15/2022 13:45:38	00:22:37.021	0.110
06/15/2022 13:45:39	00:22:37.123	0.110
06/15/2022 13:45:39	00:22:37.224	0.110
06/15/2022 13:45:39	00:22:37.326	0.110
06/15/2022 13:45:39	00:22:37.427	0.110
06/15/2022 13:45:39	00:22:37.527	0.110
06/15/2022 13:45:39	00:22:37.627	0.110
06/15/2022 13:45:39	00:22:37.727	0.110
06/15/2022 13:45:39	00:22:37.829	0.110
06/15/2022 13:45:39	00:22:37.931	0.110
06/15/2022 13:45:39	00:22:38.033	0.110
06/15/2022 13:45:40	00:22:38.135	0.110
06/15/2022 13:45:40	00:22:38.237	0.110
06/15/2022 13:45:40	00:22:38.339	0.110
06/15/2022 13:45:40	00:22:38.441	0.110
06/15/2022 13:45:40	00:22:38.543	0.110
06/15/2022 13:45:40	00:22:38.645	0.110
06/15/2022 13:45:40	00:22:38.747	0.110
06/15/2022 13:45:40	00:22:38.849	0.110
06/15/2022 13:45:40	00:22:38.949	0.110
06/15/2022 13:45:40	00:22:39.049	0.110
06/15/2022 13:45:41	00:22:39.149	0.110
06/15/2022 13:45:41	00:22:39.251	0.110
06/15/2022 13:45:41	00:22:39.353	0.110
06/15/2022 13:45:41	00:22:39.455	0.110
06/15/2022 13:45:41	00:22:39.557	0.110
06/15/2022 13:45:41	00:22:39.659	0.110
06/15/2022 13:45:41	00:22:39.761	0.110
06/15/2022 13:45:41	00:22:39.863	0.110
06/15/2022 13:45:41	00:22:39.965	0.110
06/15/2022 13:45:41	00:22:40.067	0.110
06/15/2022 13:45:42	00:22:40.169	0.110
06/15/2022 13:45:42	00:22:40.270	0.110
06/15/2022 13:45:42	00:22:40.371	0.110
06/15/2022 13:45:42	00:22:40.471	0.110
06/15/2022 13:45:42	00:22:40.573	0.110
06/15/2022 13:45:42	00:22:40.675	0.110
06/15/2022 13:45:42	00:22:40.777	0.110
06/15/2022 13:45:42	00:22:40.879	0.110
06/15/2022 13:45:42	00:22:40.981	0.110
06/15/2022 13:45:42	00:22:41.083	0.110
06/15/2022 13:45:43	00:22:41.185	0.110
06/15/2022 13:45:43	00:22:41.287	0.110
06/15/2022 13:45:43	00:22:41.388	0.110
06/15/2022 13:45:43	00:22:41.490	0.110
06/15/2022 13:45:43	00:22:41.591	0.110
06/15/2022 13:45:43	00:22:41.693	0.110
06/15/2022 13:45:43	00:22:41.793	0.110
06/15/2022 13:45:43	00:22:41.895	0.110
06/15/2022 13:45:43	00:22:41.997	0.111
06/15/2022 13:45:44	00:22:42.099	0.111
06/15/2022 13:45:44	00:22:42.201	0.111
06/15/2022 13:45:44	00:22:42.303	0.111
06/15/2022 13:45:44	00:22:42.405	0.111
06/15/2022 13:45:44	00:22:42.507	0.111
06/15/2022 13:45:44	00:22:42.609	0.111
06/15/2022 13:45:44	00:22:42.711	0.111
06/15/2022 13:45:44	00:22:42.812	0.111
06/15/2022 13:45:44	00:22:42.912	0.111
06/15/2022 13:45:44	00:22:43.013	0.111
06/15/2022 13:45:45	00:22:43.113	0.111
06/15/2022 13:45:45	00:22:43.213	0.111
06/15/2022 13:45:45	00:22:43.315	0.111
06/15/2022 13:45:45	00:22:43.417	0.111
06/15/2022 13:45:45	00:22:43.519	0.111
06/15/2022 13:45:45	00:22:43.621	0.111
06/15/2022 13:45:45	00:22:43.723	0.111
06/15/2022 13:45:45	00:22:43.825	0.111
06/15/2022 13:45:45	00:22:43.928	0.111
06/15/2022 13:45:45	00:22:44.029	0.111
06/15/2022 13:45:46	00:22:44.131	0.111
06/15/2022 13:45:46	00:22:44.233	0.111
06/15/2022 13:45:46	00:22:44.334	0.111
06/15/2022 13:45:46	00:22:44.435	0.111
06/15/2022 13:45:46	00:22:44.535	0.111
06/15/2022 13:45:46	00:22:44.635	0.111
06/15/2022 13:45:46	00:22:44.737	0.111
06/15/2022 13:45:46	00:22:44.839	0.111
06/15/2022 13:45:46	00:22:44.941	0.111
06/15/2022 13:45:46	00:22:45.043	0.111
06/15/2022 13:45:47	00:22:45.145	0.111
06/15/2022 13:45:47	00:22:45.247	0.111
06/15/2022 13:45:47	00:22:45.349	0.111
06/15/2022 13:45:47	00:22:45.451	0.111
06/15/2022 13:45:47	00:22:45.552	0.111
06/15/2022 13:45:47	00:22:45.654	0.111
06/15/2022 13:45:47	00:22:45.754	0.111
06/15/2022 13:45:47	00:22:45.855	0.111
06/15/2022 13:45:47	00:22:45.955	0.111
06/15/2022 13:45:47	00:22:46.057	0.111
06/15/2022 13:45:48	00:22:46.159	0.111
06/15/2022 13:45:48	00:22:46.261	0.111
06/15/2022 13:45:48	00:22:46.363	0.111
06/15/2022 13:45:48	00:22:46.465	0.111
06/15/2022 13:45:48	00:22:46.567	0.111
06/15/2022 13:45:48	00:22:46.669	0.111
06/15/2022 13:45:48	00:22:46.771	0.111
06/15/2022 13:45:48	00:22:46.873	0.111
06/15/2022 13:45:48	00:22:46.974	0.111
06/15/2022 13:45:48	00:22:47.074	0.111
06/15/2022 13:45:49	00:22:47.174	0.111
06/15/2022 13:45:49	00:22:47.275	0.111
06/15/2022 13:45:49	00:22:47.375	0.111
06/15/2022 13:45:49	00:22:47.477	0.111
06/15/2022 13:45:49	00:22:47.579	0.111
06/15/2022 13:45:49	00:22:47.681	0.111
06/15/2022 13:45:49	00:22:47.783	0.111
06/15/2022 13:45:49	00:22:47.885	0.111
06/15/2022 13:45:49	00:22:47.987	0.111
06/15/2022 13:45:49	00:22:48.089	0.111
06/15/2022 13:45:50	00:22:48.191	0.111
06/15/2022 13:45:50	00:22:48.293	0.111
06/15/2022 13:45:50	00:22:48.394	0.111
06/15/2022 13:45:50	00:22:48.494	0.111
06/15/2022 13:45:50	00:22:48.594	0.111
06/15/2022 13:45:50	00:22:48.695	0.111
06/15/2022 13:45:50	00:22:48.795	0.111
06/15/2022 13:45:50	00:22:48.897	0.111
06/15/2022 13:45:50	00:22:48.999	0.111
06/15/2022 13:45:50	00:22:49.101	0.111
06/15/2022 13:45:51	00:22:49.203	0.111
06/15/2022 13:45:51	00:22:49.305	0.111
06/15/2022 13:45:51	00:22:49.407	0.111
06/15/2022 13:45:51	00:22:49.509	0.111
06/15/2022 13:45:51	00:22:49.611	0.111
06/15/2022 13:45:51	00:22:49.712	0.111
06/15/2022 13:45:51	00:22:49.814	0.111
06/15/2022 13:45:51	00:22:49.914	0.111
06/15/2022 13:45:51	00:22:50.014	0.111
06/15/2022 13:45:51	00:22:50.115	0.111
06/15/2022 13:45:52	00:22:50.217	0.111
06/15/2022 13:45:52	00:22:50.319	0.111
06/15/2022 13:45:52	00:22:50.421	0.111
06/15/2022 13:45:52	00:22:50.523	0.111
06/15/2022 13:45:52	00:22:50.625	0.111
06/15/2022 13:45:52	00:22:50.727	0.111
06/15/2022 13:45:52	00:22:50.829	0.111
06/15/2022 13:45:52	00:22:50.931	0.111
06/15/2022 13:45:52	00:22:51.033	0.111
06/15/2022 13:45:52	00:22:51.135	0.111
06/15/2022 13:45:53	00:22:51.236	0.111
06/15/2022 13:45:53	00:22:51.336	0.112
06/15/2022 13:45:53	00:22:51.436	0.112
06/15/2022 13:45:53	00:22:51.537	0.112
06/15/2022 13:45:53	00:22:51.639	0.112
06/15/2022 13:45:53	00:22:51.741	0.112
06/15/2022 13:45:53	00:22:51.843	0.112
06/15/2022 13:45:53	00:22:51.945	0.112
06/15/2022 13:45:53	00:22:52.047	0.112
06/15/2022 13:45:54	00:22:52.149	0.112
06/15/2022 13:45:54	00:22:52.251	0.112
06/15/2022 13:45:54	00:22:52.353	0.112
06/15/2022 13:45:54	00:22:52.454	0.112
06/15/2022 13:45:54	00:22:52.556	0.112
06/15/2022 13:45:54	00:22:52.656	0.112
06/15/2022 13:45:54	00:22:52.756	0.112
06/15/2022 13:45:54	00:22:52.856	0.112
06/15/2022 13:45:54	00:22:52.957	0.112
06/15/2022 13:45:54	00:22:53.059	0.112
06/15/2022 13:45:55	00:22:53.161	0.112
06/15/2022 13:45:55	00:22:53.263	0.112
06/15/2022 13:45:55	00:22:53.369	0.112
06/15/2022 13:45:55	00:22:53.471	0.112
06/15/2022 13:45:55	00:22:53.573	0.112
06/15/2022 13:45:55	00:22:53.675	0.112
06/15/2022 13:45:55	00:22:53.777	0.112
06/15/2022 13:45:55	00:22:53.878	0.112
06/15/2022 13:45:55	00:22:53.980	0.112
06/15/2022 13:45:55	00:22:54.080	0.112
06/15/2022 13:45:56	00:22:54.180	0.112
06/15/2022 13:45:56	00:22:54.280	0.112
06/15/2022 13:45:56	00:22:54.381	0.112
06/15/2022 13:45:56	00:22:54.483	0.112
06/15/2022 13:45:56	00:22:54.585	0.112
06/15/2022 13:45:56	00:22:54.687	0.112
06/15/2022 13:45:56	00:22:54.789	0.112
06/15/2022 13:45:56	00:22:54.891	0.112
06/15/2022 13:45:56	00:22:54.993	0.112
06/15/2022 13:45:56	00:22:55.095	0.112
06/15/2022 13:45:57	00:22:55.197	0.112
06/15/2022 13:45:57	00:22:55.298	0.112
06/15/2022 13:45:57	00:22:55.398	0.112
06/15/2022 13:45:57	00:22:55.498	0.112
06/15/2022 13:45:57	00:22:55.598	0.112
06/15/2022 13:45:57	00:22:55.699	0.112
06/15/2022 13:45:57	00:22:55.801	0.112
06/15/2022 13:45:57	00:22:55.903	0.112
06/15/2022 13:45:57	00:22:56.005	0.112
06/15/2022 13:45:57	00:22:56.107	0.112
06/15/2022 13:45:58	00:22:56.209	0.112
06/15/2022 13:45:58	00:22:56.311	0.112
06/15/2022 13:45:58	00:22:56.413	0.112
06/15/2022 13:45:58	00:22:56.515	0.112
06/15/2022 13:45:58	00:22:56.617	0.112
06/15/2022 13:45:58	00:22:56.718	0.112
06/15/2022 13:45:58	00:22:56.818	0.112
06/15/2022 13:45:58	00:22:56.918	0.112
06/15/2022 13:45:58	00:22:57.018	0.112
06/15/2022 13:45:58	00:22:57.119	0.112
06/15/2022 13:45:59	00:22:57.221	0.112
06/15/2022 13:45:59	00:22:57.323	0.112
06/15/2022 13:45:59	00:22:57.425	0.112
06/15/2022 13:45:59	00:22:57.527	0.112
06/15/2022 13:45:59	00:22:57.629	0.112
06/15/2022 13:45:59	00:22:57.731	0.112
06/15/2022 13:45:59	00:22:57.833	0.112
06/15/2022 13:45:59	00:22:57.935	0.112
06/15/2022 13:45:59	00:22:58.037	0.112
06/15/2022 13:45:59	00:22:58.140	0.112
06/15/2022 13:46:00	00:22:58.240	0.112
06/15/2022 13:46:00	00:22:58.340	0.112
06/15/2022 13:46:00	00:22:58.440	0.112
06/15/2022 13:46:00	00:22:58.543	0.112
06/15/2022 13:46:00	00:22:58.645	0.112
06/15/2022 13:46:00	00:22:58.747	0.112
06/15/2022 13:46:00	00:22:58.849	0.112
06/15/2022 13:46:00	00:22:58.951	0.112
06/15/2022 13:46:00	00:22:59.053	0.112
06/15/2022 13:46:00	00:22:59.155	0.112
06/15/2022 13:46:01	00:22:59.257	0.112
06/15/2022 13:46:01	00:22:59.359	0.112
06/15/2022 13:46:01	00:22:59.460	0.112
06/15/2022 13:46:01	00:22:59.563	0.112
06/15/2022 13:46:01	00:22:59.664	0.112
06/15/2022 13:46:01	00:22:59.764	0.112
06/15/2022 13:46:01	00:22:59.864	0.112
06/15/2022 13:46:01	00:22:59.967	0.112
06/15/2022 13:46:01	00:23:00.069	0.112
06/15/2022 13:46:01	00:23:00.171	0.112
06/15/2022 13:46:02	00:23:00.273	0.112
06/15/2022 13:46:02	00:23:00.375	0.112
06/15/2022 13:46:02	00:23:00.477	0.113
06/15/2022 13:46:02	00:23:00.579	0.113
06/15/2022 13:46:02	00:23:00.681	0.113
06/15/2022 13:46:02	00:23:00.783	0.113
06/15/2022 13:46:02	00:23:00.884	0.113
06/15/2022 13:46:02	00:23:00.984	0.113
06/15/2022 13:46:02	00:23:01.084	0.113
06/15/2022 13:46:02	00:23:01.184	0.113
06/15/2022 13:46:03	00:23:01.284	0.113
06/15/2022 13:46:03	00:23:01.385	0.113
06/15/2022 13:46:03	00:23:01.487	0.113
06/15/2022 13:46:03	00:23:01.589	0.113
06/15/2022 13:46:03	00:23:01.691	0.113
06/15/2022 13:46:03	00:23:01.793	0.113
06/15/2022 13:46:03	00:23:01.895	0.113
06/15/2022 13:46:03	00:23:01.997	0.113
06/15/2022 13:46:03	00:23:02.099	0.113
06/15/2022 13:46:03	00:23:02.201	0.113
06/15/2022 13:46:04	00:23:02.302	0.113
06/15/2022 13:46:04	00:23:02.402	0.113
06/15/2022 13:46:04	00:23:02.502	0.113
06/15/2022 13:46:04	00:23:02.602	0.113
06/15/2022 13:46:04	00:23:02.702	0.113
06/15/2022 13:46:04	00:23:02.805	0.113
06/15/2022 13:46:04	00:23:02.907	0.113
06/15/2022 13:46:04	00:23:03.009	0.113
06/15/2022 13:46:04	00:23:03.111	0.113
06/15/2022 13:46:04	00:23:03.213	0.113
06/15/2022 13:46:05	00:23:03.315	0.113
06/15/2022 13:46:05	00:23:03.417	0.113
06/15/2022 13:46:05	00:23:03.519	0.113
06/15/2022 13:46:05	00:23:03.621	0.113
06/15/2022 13:46:05	00:23:03.727	0.113
06/15/2022 13:46:05	00:23:03.828	0.113
06/15/2022 13:46:05	00:23:03.928	0.113
06/15/2022 13:46:05	00:23:04.028	0.113
06/15/2022 13:46:05	00:23:04.130	0.113
06/15/2022 13:46:05	00:23:04.233	0.113
06/15/2022 13:46:06	00:23:04.335	0.113
06/15/2022 13:46:06	00:23:04.437	0.113
06/15/2022 13:46:06	00:23:04.539	0.113
06/15/2022 13:46:06	00:23:04.641	0.113
06/15/2022 13:46:06	00:23:04.743	0.113
06/15/2022 13:46:06	00:23:04.845	0.113
06/15/2022 13:46:06	00:23:04.947	0.113
06/15/2022 13:46:06	00:23:05.049	0.113
06/15/2022 13:46:06	00:23:05.151	0.113
06/15/2022 13:46:06	00:23:05.252	0.113
06/15/2022 13:46:07	00:23:05.352	0.113
06/15/2022 13:46:07	00:23:05.452	0.113
06/15/2022 13:46:07	00:23:05.555	0.113
06/15/2022 13:46:07	00:23:05.657	0.113
06/15/2022 13:46:07	00:23:05.759	0.113
06/15/2022 13:46:07	00:23:05.861	0.113
06/15/2022 13:46:07	00:23:05.963	0.113
06/15/2022 13:46:07	00:23:06.065	0.113
06/15/2022 13:46:07	00:23:06.167	0.113
06/15/2022 13:46:08	00:23:06.269	0.113
06/15/2022 13:46:08	00:23:06.370	0.113
06/15/2022 13:46:08	00:23:06.472	0.113
06/15/2022 13:46:08	00:23:06.572	0.113
06/15/2022 13:46:08	00:23:06.675	0.113
06/15/2022 13:46:08	00:23:06.776	0.113
06/15/2022 13:46:08	00:23:06.878	0.113
06/15/2022 13:46:08	00:23:06.981	0.113
06/15/2022 13:46:08	00:23:07.083	0.113
06/15/2022 13:46:08	00:23:07.185	0.113
06/15/2022 13:46:09	00:23:07.287	0.113
06/15/2022 13:46:09	00:23:07.389	0.113
06/15/2022 13:46:09	00:23:07.495	0.113
06/15/2022 13:46:09	00:23:07.597	0.113
06/15/2022 13:46:09	00:23:07.699	0.113
06/15/2022 13:46:09	00:23:07.800	0.113
06/15/2022 13:46:09	00:23:07.900	0.113
06/15/2022 13:46:09	00:23:08.000	0.113
06/15/2022 13:46:09	00:23:08.108	0.113
06/15/2022 13:46:09	00:23:08.210	0.113
06/15/2022 13:46:10	00:23:08.312	0.113
06/15/2022 13:46:10	00:23:08.415	0.113
06/15/2022 13:46:10	00:23:08.517	0.113
06/15/2022 13:46:10	00:23:08.619	0.113
06/15/2022 13:46:10	00:23:08.721	0.113
06/15/2022 13:46:10	00:23:08.823	0.113
06/15/2022 13:46:10	00:23:08.925	0.113
06/15/2022 13:46:10	00:23:09.027	0.113
06/15/2022 13:46:10	00:23:09.128	0.113
06/15/2022 13:46:10	00:23:09.230	0.113
06/15/2022 13:46:11	00:23:09.330	0.113
06/15/2022 13:46:11	00:23:09.434	0.113
06/15/2022 13:46:11	00:23:09.534	0.113
06/15/2022 13:46:11	00:23:09.634	0.113
06/15/2022 13:46:11	00:23:09.736	0.113
06/15/2022 13:46:11	00:23:09.844	0.114
06/15/2022 13:46:11	00:23:09.945	0.114
06/15/2022 13:46:11	00:23:10.047	0.114
06/15/2022 13:46:11	00:23:10.149	0.114
06/15/2022 13:46:11	00:23:10.251	0.114
06/15/2022 13:46:12	00:23:10.353	0.114
06/15/2022 13:46:12	00:23:10.455	0.114
06/15/2022 13:46:12	00:23:10.557	0.114
06/15/2022 13:46:12	00:23:10.658	0.114
06/15/2022 13:46:12	00:23:10.758	0.114
06/15/2022 13:46:12	00:23:10.858	0.114
06/15/2022 13:46:12	00:23:10.958	0.114
06/15/2022 13:46:12	00:23:11.060	0.114
06/15/2022 13:46:12	00:23:11.162	0.114
06/15/2022 13:46:12	00:23:11.265	0.114
06/15/2022 13:46:13	00:23:11.367	0.114
06/15/2022 13:46:13	00:23:11.469	0.114
06/15/2022 13:46:13	00:23:11.571	0.114
06/15/2022 13:46:13	00:23:11.673	0.114
06/15/2022 13:46:13	00:23:11.775	0.114
06/15/2022 13:46:13	00:23:11.876	0.114
06/15/2022 13:46:13	00:23:11.977	0.114
06/15/2022 13:46:13	00:23:12.079	0.114
06/15/2022 13:46:13	00:23:12.180	0.114
06/15/2022 13:46:13	00:23:12.280	0.114
06/15/2022 13:46:14	00:23:12.382	0.114
06/15/2022 13:46:14	00:23:12.484	0.114
06/15/2022 13:46:14	00:23:12.586	0.114
06/15/2022 13:46:14	00:23:12.689	0.114
06/15/2022 13:46:14	00:23:12.791	0.114
06/15/2022 13:46:14	00:23:12.893	0.114
06/15/2022 13:46:14	00:23:12.995	0.114
06/15/2022 13:46:14	00:23:13.097	0.114
06/15/2022 13:46:14	00:23:13.199	0.114
06/15/2022 13:46:15	00:23:13.301	0.114
06/15/2022 13:46:15	00:23:13.402	0.114
06/15/2022 13:46:15	00:23:13.502	0.114
06/15/2022 13:46:15	00:23:13.602	0.114
06/15/2022 13:46:15	00:23:13.702	0.114
06/15/2022 13:46:15	00:23:13.804	0.114
06/15/2022 13:46:15	00:23:13.906	0.114
06/15/2022 13:46:15	00:23:14.008	0.114
06/15/2022 13:46:15	00:23:14.111	0.114
06/15/2022 13:46:15	00:23:14.213	0.114
06/15/2022 13:46:16	00:23:14.315	0.114
06/15/2022 13:46:16	00:23:14.417	0.114
06/15/2022 13:46:16	00:23:14.519	0.114
06/15/2022 13:46:16	00:23:14.621	0.114
06/15/2022 13:46:16	00:23:14.722	0.114
06/15/2022 13:46:16	00:23:14.824	0.114
06/15/2022 13:46:16	00:23:14.924	0.114
06/15/2022 13:46:16	00:23:15.024	0.114
06/15/2022 13:46:16	00:23:15.125	0.114
06/15/2022 13:46:16	00:23:15.226	0.114
06/15/2022 13:46:17	00:23:15.326	0.114
06/15/2022 13:46:17	00:23:15.429	0.114
06/15/2022 13:46:17	00:23:15.531	0.114
06/15/2022 13:46:17	00:23:15.633	0.114
06/15/2022 13:46:17	00:23:15.737	0.114
06/15/2022 13:46:17	00:23:15.839	0.114
06/15/2022 13:46:17	00:23:15.941	0.114
06/15/2022 13:46:17	00:23:16.043	0.114
06/15/2022 13:46:17	00:23:16.145	0.114
06/15/2022 13:46:17	00:23:16.247	0.114
06/15/2022 13:46:18	00:23:16.349	0.114
06/15/2022 13:46:18	00:23:16.450	0.114
06/15/2022 13:46:18	00:23:16.552	0.114
06/15/2022 13:46:18	00:23:16.654	0.114
06/15/2022 13:46:18	00:23:16.756	0.114
06/15/2022 13:46:18	00:23:16.859	0.114
06/15/2022 13:46:18	00:23:16.961	0.114
06/15/2022 13:46:18	00:23:17.063	0.114
06/15/2022 13:46:18	00:23:17.165	0.114
06/15/2022 13:46:18	00:23:17.267	0.114
06/15/2022 13:46:19	00:23:17.369	0.114
06/15/2022 13:46:19	00:23:17.470	0.114
06/15/2022 13:46:19	00:23:17.571	0.114
06/15/2022 13:46:19	00:23:17.672	0.114
06/15/2022 13:46:19	00:23:17.772	0.114
06/15/2022 13:46:19	00:23:17.874	0.114
06/15/2022 13:46:19	00:23:17.974	0.114
06/15/2022 13:46:19	00:23:18.083	0.114
06/15/2022 13:46:19	00:23:18.184	0.114
06/15/2022 13:46:19	00:23:18.287	0.114
06/15/2022 13:46:20	00:23:18.389	0.114
06/15/2022 13:46:20	00:23:18.491	0.114
06/15/2022 13:46:20	00:23:18.593	0.114
06/15/2022 13:46:20	00:23:18.695	0.114
06/15/2022 13:46:20	00:23:18.796	0.114
06/15/2022 13:46:20	00:23:18.898	0.114
06/15/2022 13:46:20	00:23:18.998	0.115
